,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,42.485,0.007,0.001,0.000,0.000
Green,45.998,78.450,30.195,24.707,60.614
Magenta,11.501,21.515,69.634,38.988,37.677
Orange,0.015,0.028,0.170,36.305,1.620
Chocolate,0.000,0.000,0.000,0.000,0.089
