,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,84.734,5.917,2.018,2.259,6.219
Green,12.852,72.370,7.216,1.923,1.666
Magenta,1.334,19.012,81.732,17.521,1.524
Orange,1.079,2.701,9.034,78.297,90.155
Chocolate,0.000,0.000,0.000,0.000,0.436
