,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,78.921,5.126,1.772,2.257,6.539
Green,17.827,76.667,4.917,1.750,1.661
Purple,2.004,15.805,82.808,13.552,1.209
Orange,1.248,2.403,10.503,82.440,89.896
Chocolate,0.000,0.000,0.000,0.000,0.695
