,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,45.836,0.428,0.018,0.005,0.002
Green,26.267,66.283,14.359,9.070,6.476
Purple,27.896,33.289,85.623,90.060,93.522
Orange,0.000,0.000,0.000,0.864,0.000
Chocolate,0.000,0.000,0.000,0.000,0.000
