,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,64.205,0.034,0.000,0.000,0.000
Green,19.112,73.708,10.746,14.184,17.962
Purple,16.683,26.258,89.254,84.050,82.038
Orange,0.000,0.000,0.000,1.767,0.000
Chocolate,0.000,0.000,0.000,0.000,0.000
