,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,89.477,5.781,0.718,0.561,0.182
Green,2.507,73.923,0.627,0.007,0.000
Purple,5.384,17.263,93.315,39.923,5.221
Orange,2.632,3.033,5.339,59.509,15.212
Chocolate,0.000,0.000,0.000,0.000,79.385
