,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,28.546,0.006,0.000,0.000,0.000
Green,56.537,76.876,28.082,25.280,61.187
Purple,14.898,23.088,71.654,38.326,37.158
Orange,0.019,0.030,0.264,36.393,1.569
Chocolate,0.000,0.000,0.000,0.000,0.086
