,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,35.136,0.008,0.001,0.000,0.000
Green,51.844,75.978,31.403,26.650,60.378
Magenta,13.002,23.982,68.413,42.419,37.886
Orange,0.017,0.032,0.183,30.931,1.669
Chocolate,0.000,0.000,0.000,0.000,0.067
