,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,92.259,4.243,0.618,0.522,0.136
Green,1.313,79.602,0.383,0.006,0.000
Purple,4.272,13.639,94.318,35.878,3.843
Orange,2.156,2.517,4.681,63.595,11.381
Chocolate,0.000,0.000,0.000,0.000,84.640
