,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,22.139,0.012,0.000,0.000,0.000
Green,61.519,73.923,30.706,28.821,60.423
Purple,16.321,26.031,68.995,44.727,37.811
Orange,0.021,0.035,0.298,26.451,1.720
Chocolate,0.000,0.000,0.000,0.000,0.045
