,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0146,0.0643,0.2122,0.0243,0.0380
r_e,25.7763,20.0000,1.1190,17.1524,9.9999
n,2.4183,0.5713,3.1618,1.0167,0.3325
x_0,24.9189,46.7174,59.0685,68.0002,102.1606
