,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0149,0.0580,9.9167,0.0097,0.0301
r_e,19.5334,20.0000,0.1042,20.0000,10.0000
n,2.3873,0.6233,0.8277,1.6981,0.3156
x_0,24.6163,48.0000,59.0000,68.0000,102.0000
