,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0118,0.0874,0.6373,0.0173,0.0079
r_e,36.2561,16.5367,0.4253,4.3524,62.1246
n,2.2078,0.4833,2.5612,1.4829,1.2323
x_0,27.3786,53.4352,61.2408,68.5078,102.6025
