,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.0313,1.1569,0.0312,20440.5746,0.0157
r_e error,47.4567,627.4462,5.9210,153.8930,2.3053
n error,1.7441,291.1172,0.1939,43296.7309,0.2368
x_0 error,0.1791,0.0042,11.6750,2.3279,1.5110
