,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,9864.3375,0.0178,1981517.1880,0.0691,0.0282
r_e error,353.2678,1.7476,2040.5784,165.0449,29.9285
n error,44673.1306,0.0843,1401546.5054,9.2174,0.6897
x_0 error,13.7069,3.3909,110.1970,1.2120,6.2148
