,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.511,0.496,0.391,0.380,0.089
Continuum_2,0.329,0.464,0.291,0.320,0.087
Continuum_3,0.217,0.397,0.240,0.251,0.079
