,SNR,SNR,SNR,SNR,Signal,Signal,Signal,Signal,Noise,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,7.826,9.663,10.691,5.970,0.485,0.654,0.659,0.345,0.062,0.068,0.062,0.058
Continuum_2,12.658,14.206,15.159,11.116,0.479,0.630,0.645,0.387,0.038,0.044,0.043,0.035
Continuum_3,12.305,14.041,15.209,10.785,0.410,0.545,0.567,0.334,0.033,0.039,0.037,0.031
