,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,0.485,0.654,0.659,0.345
Continuum_2,0.479,0.630,0.645,0.387
Continuum_3,0.410,0.545,0.567,0.334
