,SNR,Signal,Noise
Component_1,552.602,113.904,0.206
Component_2,2.348,12.765,5.436
Component_3,47.673,109.926,2.306
Component_4,90.036,74.416,0.827
Component_5,198.780,123.300,0.620
Component_6,124.681,15.618,0.125
