,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.0495,0.4397,0.0353,0.1614,0.9308
r_e error,0.2661,0.4525,1.1287,0.9925,7.6818
n error,0.0487,0.3029,0.1711,0.0996,1.2723
x_0 error,0.0598,0.1051,0.0777,0.3467,0.3506
