,Component 1,Component 2,Component 3,Component 4
I_e,0.8017,1.3691,0.1713,0.5265
r_e,6.6819,1.8505,6.8497,11.6205
n,1.1446,0.7038,1.7446,1.1082
x_0,27.1696,47.6453,70.3542,51.6856
