,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
Continuum_1,0.381,0.395,0.743,0.715,1.910,3.024,5.211,3.369,5.388,11.166,14.198,14.934,9.756,4.198,4.975,5.350,2.848,4.536,3.546,2.220
Continuum_2,0.413,0.459,0.631,0.946,1.482,2.293,5.338,8.367,5.817,13.283,21.334,16.896,12.411,12.841,7.779,8.699,7.121,3.547,3.495,1.803
Continuum_3,1.232,1.511,2.166,2.673,3.423,5.495,9.241,8.697,12.819,22.370,31.166,23.593,12.311,11.382,8.695,6.507,6.398,5.102,3.479,2.050
