,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
Continuum_1,0.004,0.004,0.008,0.020,0.021,0.034,0.089,0.158,0.083,0.249,0.575,0.456,0.340,0.290,0.155,0.105,0.146,0.064,0.040,0.020
Continuum_2,0.008,0.009,0.012,0.018,0.025,0.040,0.107,0.130,0.100,0.315,0.570,0.409,0.236,0.230,0.114,0.104,0.098,0.049,0.033,0.018
Continuum_3,0.007,0.009,0.013,0.017,0.023,0.041,0.110,0.102,0.118,0.356,0.530,0.343,0.180,0.177,0.088,0.095,0.068,0.037,0.025,0.013
