Line,Flux,Error flux
Hgamma,1.4619493585686736,0.14359836308829618
Hbeta,3.6393987973812827,0.23584713560454806
Halpha,10.787108821375998,0.24238460349617383
[SII]6716,1.9502584793604218,0.051453722919910745
[SII]6731,1.2894528932781568,0.027610765711561455
HeII4687,0.04529132688330756,0.010907559974849435
HeI5876,0.4087763653041427,0.06990595504997126
[OIII]5007_d,3.786140959609794,0.23027621866130304
[OI]6300_d,0.46207531335970664,0.023990036068110874
[NII]6583_d,3.7879338677182637,0.2024696429461109
