Line,Flux,Error flux
Hgamma,0.09704686451373569,0.02704667147781319
Hbeta,0.11998914107995294,0.014985213774717699
Halpha,0.4982772871188177,0.020917437621105678
[SII]6716,0.149097747853484,0.012979052158407558
[SII]6731,0.11981964034393497,0.019746004628599434
HeII4687,0.0,0.006682602990356627
HeI5876,0.03360113258177883,0.013839419450839992
[OIII]5007_d,0.013066651851897673,0.013088539297009316
[OI]6300_d,0.05033593218271788,0.012914823541864837
[NII]6583_d,0.3093397332583204,0.04764596035727125
