,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
Continuum_1,0.010,0.010,0.011,0.028,0.011,0.011,0.017,0.047,0.015,0.022,0.040,0.031,0.035,0.069,0.031,0.020,0.051,0.014,0.011,0.009
Continuum_2,0.019,0.019,0.019,0.019,0.017,0.017,0.020,0.015,0.017,0.024,0.027,0.024,0.019,0.018,0.015,0.012,0.014,0.014,0.009,0.010
Continuum_3,0.006,0.006,0.006,0.006,0.007,0.007,0.012,0.012,0.009,0.016,0.017,0.015,0.015,0.016,0.010,0.015,0.011,0.007,0.007,0.006
