Line,Flux,Error flux
Hgamma,0.287639116222087,0.20363541804948906
Hbeta,0.3398268010780933,0.17378644159397166
Halpha,0.32959498949182936,0.09174239072775535
[SII]6716,0.08188974005283967,0.013667061650634868
[SII]6731,0.05267391501894509,0.014963170329960503
HeII4687,0.006377029697976319,0.009961180152109818
HeI5876,0.0709013042067808,0.01789461234912381
[OIII]5007_d,0.03661864854490667,0.00849456050159186
[OI]6300_d,0.061289704721221326,0.014448658050693373
[NII]6583_d,0.18224960631262502,0.044509353843615936
