Line,Flux,Error flux
Hgamma,0.13010442439267925,0.02149157794782984
Hbeta,0.4343810316759931,0.044996359371730764
Halpha,1.711681158105626,0.03851457947599423
[SII]6716,0.4749957267741381,0.02324941212831682
[SII]6731,0.2913622594862084,0.014537896462365469
HeII4687,0.05688655379815465,0.006270074262479153
HeI5876,0.07240139279529764,0.0030149480802802264
[OIII]5007_d,0.757720254731432,0.04361849578193776
[OI]6300_d,0.18516705666616676,0.036969765552220875
[NII]6583_d,0.5045881094558612,0.03213760693798115
