,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,11.609,11.769,26.115,13.168,3.917
Continuum_2,3.964,4.664,13.708,5.551,1.237
Continuum_3,9.252,11.230,24.729,12.748,3.244
