,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.208,0.221,0.716,0.206,0.049
Continuum_2,0.193,0.198,0.734,0.274,0.050
Continuum_3,0.171,0.177,0.698,0.323,0.046
