,SNR,SNR,SNR,Signal,Signal,Signal,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_1,Spectrum_2,Spectrum_3
Continuum_1,23.298,12.599,16.136,1.155,1.465,0.546,0.050,0.116,0.034
Continuum_2,22.768,14.640,16.656,0.944,0.888,0.403,0.041,0.061,0.024
Continuum_3,20.932,18.125,17.521,0.814,0.700,0.330,0.039,0.039,0.019
