,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,81.895,11.356,1.066,2.315,1.836
Green,17.464,76.993,12.543,26.768,2.089
Magenta,0.001,1.779,79.226,27.231,0.001
Orange,0.640,9.871,7.165,43.683,8.341
Chocolate,0.000,0.000,0.000,0.002,87.732
