,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,79.862,5.827,0.130,0.632,0.981
Green,19.434,70.497,2.912,14.211,3.241
Magenta,0.000,18.281,95.314,64.411,0.000
Orange,0.703,5.395,1.643,20.745,6.666
Chocolate,0.000,0.000,0.000,0.001,89.112
