,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,84.532,11.099,0.799,2.778,1.804
Green,14.931,78.855,9.575,32.210,1.928
Magenta,0.001,0.415,84.334,7.896,0.001
Orange,0.536,9.630,5.292,57.115,7.992
Chocolate,0.000,0.000,0.000,0.001,88.275
