,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,83.881,7.423,0.103,1.212,0.993
Green,15.545,86.471,2.271,27.366,3.431
Magenta,0.000,0.386,96.858,24.984,0.000
Orange,0.574,5.720,0.768,46.439,6.864
Chocolate,0.000,0.000,0.000,0.000,88.712
