,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,86.677,15.682,3.373,4.579,3.915
Green,11.346,79.204,35.637,48.260,0.630
Magenta,0.000,0.006,54.599,11.094,0.000
Orange,0.001,0.095,2.872,27.601,0.012
Chocolate,1.976,5.013,3.519,8.466,95.444
