,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,82.449,10.048,0.783,2.819,1.742
Green,16.922,79.188,9.691,32.369,1.592
Magenta,0.001,0.370,81.869,0.971,0.001
Orange,0.628,10.395,7.657,63.842,7.162
Chocolate,0.000,0.000,0.000,0.000,89.503
