,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,80.954,6.594,0.103,1.435,0.953
Green,18.383,87.239,2.370,32.277,2.915
Magenta,0.000,0.078,96.280,0.937,0.000
Orange,0.663,6.089,1.247,65.351,6.343
Chocolate,0.000,0.000,0.000,0.000,89.789
