,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,83.145,0.148,0.000,0.000,0.000
Green,16.540,95.255,33.481,29.734,24.802
Magenta,0.000,0.110,45.769,19.865,0.000
Orange,0.120,3.439,19.692,48.563,1.537
Chocolate,0.195,1.049,1.058,1.838,73.661
