,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,60.745,0.005,0.604,0.001,0.000
Green,0.027,66.434,1.257,25.119,0.061
Purple,39.228,33.067,98.139,52.651,41.097
Orange,0.000,0.494,0.000,22.229,0.000
Chocolate,0.000,0.000,0.000,0.000,58.842
