,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,84.642,16.155,4.003,4.230,4.068
Green,13.146,78.595,41.262,44.100,0.779
Magenta,0.000,0.073,45.748,23.805,0.000
Orange,0.001,0.119,4.849,20.091,0.014
Chocolate,2.211,5.058,4.138,7.774,95.139
