,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,81.128,7.371,0.146,0.632,1.011
Green,18.197,81.117,3.145,14.211,3.658
Magenta,0.000,5.844,95.535,64.411,0.000
Orange,0.674,5.667,1.174,20.745,7.084
Chocolate,0.000,0.000,0.000,0.001,88.247
