,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,81.183,10.202,0.787,2.778,1.759
Green,18.133,78.263,9.615,32.210,1.674
Magenta,0.001,0.953,82.428,7.896,0.001
Orange,0.683,10.582,7.171,57.115,7.344
Chocolate,0.000,0.000,0.000,0.001,89.223
