,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,56.693,0.008,0.789,0.001,0.000
Green,0.031,59.013,1.763,37.694,0.064
Purple,43.276,39.281,97.448,46.769,41.539
Orange,0.000,1.698,0.000,15.536,0.000
Chocolate,0.000,0.000,0.000,0.000,58.397
