,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,79.019,10.134,0.963,2.315,1.792
Green,20.201,74.351,11.593,26.768,1.819
Magenta,0.001,4.965,78.621,27.231,0.001
Orange,0.779,10.551,8.823,43.683,7.672
Chocolate,0.000,0.000,0.000,0.002,88.717
