Line,Flux,Error flux
Hgamma,0.08844339557080942,0.012249720708995469
Hbeta,0.14645442195163538,0.011680146181137168
Halpha,0.7629257803208945,0.011002231856474759
[SII]6716,0.25344344560867105,0.00912987679273415
[SII]6731,0.14740071863407092,0.008842163750188937
HeII4687,0.0,0.004459438830701813
HeI5876,0.037917058546633464,0.003958728518597597
[OIII]5007_d,0.1586359685874592,0.00927974538217974
[OI]6300_d,0.04576293562052287,0.010000231513420816
[NII]6583_d,0.22505760257358262,0.008655087774037886
