Line,Flux,Error flux
Hgamma,0.0,0.022477018128740794
Hbeta,0.2727856163537057,0.028109405028858583
Halpha,1.0960488320387214,0.0250926836712256
[SII]6716,0.5121080401290711,0.033827339074291994
[SII]6731,0.3587946012638423,0.019400903375543246
HeII4687,0.0033011698456053484,0.011256256118958346
HeI5876,0.04638955095897649,0.011470620578451675
[OIII]5007_d,0.44250377372317695,0.05184739824455046
[OI]6300_d,0.06211158703569253,0.026331552268725893
[NII]6583_d,0.5225914393705018,0.0363202830715519
