Line,Flux,Error flux
Hgamma,0.08721062784920024,0.01754989907508803
Hbeta,0.2490055778407054,0.023872787283136247
Halpha,1.1804996963076035,0.02985673277259314
[SII]6716,0.29841175208903487,0.02286490253540931
[SII]6731,0.21357532835833254,0.015356454587796501
HeII4687,0.0,0.009054393381542958
HeI5876,0.017942415085019515,0.009379072249624924
[OIII]5007_d,0.18551433958942823,0.022518542678625072
[OI]6300_d,0.07413191579117734,0.009426616113829521
[NII]6583_d,0.4106033081832687,0.014700182460913768
