,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.089,0.053,0.456,0.062,0.024
Continuum_2,0.080,0.054,0.456,0.068,0.024
Continuum_3,0.068,0.050,0.393,0.069,0.021
