,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.011,0.008,0.020,0.009,0.008
Continuum_2,0.020,0.013,0.025,0.022,0.018
Continuum_3,0.009,0.006,0.024,0.007,0.007
