,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,8.288,6.283,22.629,6.904,2.880
Continuum_2,4.010,4.238,18.365,3.160,1.342
Continuum_3,7.214,8.259,16.441,9.628,3.169
