,SNR,SNR,SNR,SNR,SNR,SNR,SNR,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Noise,Noise,Noise,Noise,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7
Continuum_1,10.175,7.293,8.995,7.780,7.972,9.205,7.900,0.059,0.038,0.055,0.041,0.043,0.063,0.045,0.006,0.005,0.006,0.005,0.005,0.007,0.006
Continuum_2,11.576,10.035,11.251,9.613,9.922,12.117,10.701,0.049,0.035,0.049,0.040,0.041,0.051,0.035,0.004,0.003,0.004,0.004,0.004,0.004,0.003
Continuum_3,10.892,10.436,9.777,10.228,10.270,11.360,8.485,0.036,0.029,0.040,0.035,0.036,0.036,0.023,0.003,0.003,0.004,0.003,0.003,0.003,0.003
