,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,37.7912,3.1053,0.0499,4.8809,7.0156
r_e,1.9151,1.9110,45.3194,5.4512,7.2061
n,0.5945,1.2745,4.3275,0.4199,0.9259
x_0,39.1336,48.8862,57.1967,54.9628,41.6286
