,Component 1,Component 2,Component 3,Component 4
I_e,0.1561,3.6445,10.4480,1.3705
r_e,399.1337,1.5382,15.6676,3.0116
n,1.7848,0.0529,0.5280,0.7935
x_0,21.3646,33.2387,45.3027,61.6491
