,Component 1,Component 2,Component 3,Component 4
I_e,7.6868,1.9800,10.0000,2.1715
r_e,1.0750,50.0000,14.8440,3.0338
n,0.1000,0.7841,0.5303,0.6712
x_0,33.2130,38.1397,45.0000,61.5352
