,Component 1,Component 2,Component 3,Component 4
I_e,0.0920,0.1484,0.3070,0.0902
r_e,4.6844,3.7128,16.3154,3.2557
n,2.4956,0.9217,0.5913,0.0545
x_0,31.8117,36.1525,43.5897,62.3411
