,SNR,SNR,SNR,Signal,Signal,Signal,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_1,Spectrum_2,Spectrum_3
Continuum_1,9.574,6.706,1.678,0.113,0.073,0.013,0.012,0.011,0.008
Continuum_2,10.498,8.756,2.908,0.102,0.065,0.017,0.010,0.007,0.006
Continuum_3,12.284,5.133,2.947,0.090,0.058,0.015,0.007,0.011,0.005
