,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,5.548,6.013,8.693,22.869,13.231
Continuum_2,6.697,8.714,9.985,21.480,15.680
Continuum_3,5.951,7.606,10.235,23.149,16.655
