,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.066,0.062,0.098,0.457,0.207
Continuum_2,0.055,0.053,0.082,0.419,0.185
Continuum_3,0.045,0.044,0.066,0.369,0.163
