,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.012,0.010,0.011,0.020,0.016
Continuum_2,0.008,0.006,0.008,0.019,0.012
Continuum_3,0.008,0.006,0.006,0.016,0.010
