,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,65.3365,0.5676,0.0445,0.0821,0.0636
r_e error,10.4728,1.6333,32.1957,251.9603,144.3338
n error,453.7721,3.4398,0.3667,5.5562,2.5845
x_0 error,0.4090,0.3392,1.5173,0.0856,0.0012
