,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,3.0598,0.1360,0.0585,0.2123,0.0335
r_e error,368.9511,1.3265,30.2539,352.9604,67.0504
n error,1551.3059,0.8632,0.3828,11.7461,0.6137
x_0 error,0.6832,0.2293,1.1000,0.0039,0.1061
