,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,2.9562,0.3173,0.0500,0.0698,0.3820
r_e error,44.2117,22.1452,28.1732,107.4087,9.5095
n error,77.0633,1.7832,0.3379,1.2979,3.2498
x_0 error,0.6026,0.3607,2.8158,0.1531,0.0017
