,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.0722,0.8516,0.2422,0.1113,0.6563
r_e error,117.0144,76.7897,4.5946,28.1251,1.8646
n error,1.3399,3.5289,0.3446,0.5216,1.6863
x_0 error,0.3931,0.3854,7.1811,0.2850,0.0357
